SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM,CENSUS_TRACT
15768.0,103RD STREET,HALSTED,WB,FS,103,,CHICAGO,103rd Street & Halsted,17031730600
93.0,VAN BUREN,RACINE,WB,NS,126,,CHICAGO,Van Buren & Racine,17031281800
5693.0,IRVING PARK,ROCKWELL,WB,NS,80,,CHICAGO,Irving Park & Rockwell,17031050300
15265.0,111TH STREET,WENTWORTH,EB,FS,111,,CHICAGO,111th Street & Wentworth,17031491300
3397.0,63RD STREET,SACRAMENTO,EB,NS,63,N63,CHICAGO,63rd Street & Sacramento,17031660600
4031.0,ARMITAGE,CICERO,EB,NS,73,,CHICAGO,Armitage & Cicero,17031191100
1088.0,LAKE SHORE,BURTON,SB,FS,151,,CHICAGO,Lake Shore & Burton,17031080100
2829.0,COTTAGE GROVE,103RD STREET,SB,NS,"4,115",,CHICAGO,Cottage Grove & 103rd Street,17031490800
6323.0,BLUE ISLAND,WESTERN,NEB,FS,60,N60,CHICAGO,Blue Island & Western,17031311300
5170.0,RACINE,57TH STREET,SB,NS,44,,CHICAGO,Racine & 57th Street,17031670100
9542.0,NAGLE,BRYN MAWR,SB,NS,86,,CHICAGO,Nagle & Bryn Mawr,17031100300
11546.0,CENTRAL,FULLERTON,SB,NS,85,,CHICAGO,Central & Fullerton,17031190600
14048.0,BRAINARD,BRANDON,NWB,NS,30,,CHICAGO,Brainard & Brandon,17031550100
450.0,MADISON,WABASH,WB,NS,"J14,19,20,56,60,N66,124,157","N20,N60,N66",CHICAGO,Madison & Wabash,17031320100
11490.0,PETERSON,CALIFORNIA,WB,NS,84,,CHICAGO,Peterson & California,17031020800
2528.0,35TH STREET,KING DRIVE,WB,NS,"4,X4,35",N4,CHICAGO,35th Street & King Drive,17031351000
5953.0,HALSTED,1900 NORTH,NB,MB,8,,CHICAGO,1900 N Halsted,17031071800
15132.0,ASHLAND,GREGORY,SB,NS,50,,CHICAGO,Ashland & Gregory,17031030900
3682.0,HALSTED,80TH STREET,SB,NS,8A,,CHICAGO,Halsted & 80th Street,17031710800
7856.0,KIMBALL,NEWPORT,SB,MT,82,,CHICAGO,Kimball & Newport,17031210200
3173.0,KEDZIE,HURON,NB,NS,52,,CHICAGO,Kedzie & Huron,17031231700
5107.0,WALLACE,30TH STREET,NB,NS,44,,CHICAGO,Wallace & 30th Street,17031600300
5487.0,MILWAUKEE,PAULINA (east leg),SEB,NS,56,,CHICAGO,Milwaukee & Paulina,17031241400
1106.0,MICHIGAN,WASHINGTON,SB,NS,"3,4,X4,19,20,26,60,N66,124,143,147,151,157",N66,CHICAGO,Michigan & Washington,17031320100
9033.0,PULASKI,WASHINGTON,SB,NS,53,N53,CHICAGO,Pulaski & Washington,17031260200
9600.0,AUSTIN,ERIE,SB,FS,91,,OAK PARK,Austin & Erie,
5841.0,HALSTED,59TH STREET,SB,NS,8,,CHICAGO,Halsted & 59th Street,17031680400
5768.0,HALSTED,WRIGHTWOOD,SB,NS,8,,CHICAGO,Halsted & Wrightwood,17031070300
5233.0,JEFFERY,91ST STREET,SB,FS,"J14,15",,CHICAGO,Jeffery & 91st Street,17031480400
15679.0,KEDZIE,LAKE,SB,FS,52,,CHICAGO,Kedzie & Lake (Green Line),17031270300
5764.0,HALSTED,WELLINGTON,SB,NS,8,,CHICAGO,Halsted & Wellington,17031063000
1605.0,MICHIGAN,29TH STREET,SB,FS,"1,4",N4,CHICAGO,Michigan & 29th Street,17031350300
11520.0,CENTRAL,HIGGINS,SB,FS,85,,CHICAGO,Central & Higgins,17031110400
741.0,GRAND,530 WEST RR CROSSING,EB,NS,65,,CHICAGO,530 W Grand,17031243600
543.0,CHICAGO,GRAND,EB,FS,"66,94",N66,CHICAGO,Chicago & Grand,17031231700
15270.0,GRAND,NATCHEZ,EB,FS,65,,CHICAGO,Grand & Natchez,17031191400
8352.0,WESTERN,3225 SOUTH,NB,MB,49,N49,CHICAGO,3225 S Western,17031590300
4703.0,PULASKI,81ST STREET,NB,MT,53A,,CHICAGO,Pulaski & 81st Street,17031700400
15926.0,63RD STREET,ARCHER,NB,TERM,"62H,63W",,SUMMIT,63rd Street & Archer Terminal,
11742.0,NARRAGANSETT,RR CROSSING n.of CORTLAND,NB,NS,86,,CHICAGO,Narragansett & Cortland,17031250400
5981.0,HALSTED,12100 SOUTH RR CROSSING,NB,MB,"8A,108",,CHICAGO,12100 S Halsted,17031530500
3526.0,DODGE,KIRK,NB,NS,"93,97",,EVANSTON,Dodge & Kirk,
6979.0,CERMAK,AUSTIN,EB,NS,"21,322",,CICERO,Cermak & Austin,
16098.0,CALIFORNIA,TAYLOR,NB,FS,94,,CHICAGO,California & Taylor,17031271900
4158.0,CALIFORNIA,54TH STREET,NB,NS,94,,CHICAGO,California & 54th Street,17031630500
9487.0,87TH STREET,MICHIGAN,WB,NS,87,,CHICAGO,87th Street & Michigan,17031440300
10807.0,71ST STREET,opposite CLYDE-dwy to S.C,EB,NS,71,,CHICAGO,71st Street & Clyde,17031430600
2226.0,KING DRIVE,58TH STREET,SB,FS,3,,CHICAGO,King Drive & 58th Street,17031400400
11787.0,HARLEM,DIVERSEY,SB,NS,90,,ELMWOOD PARK,Harlem & Diversey,
12163.0,103RD STREET,PRINCETON,EB,NS,103,,CHICAGO,103rd Street & Princeton,17031491000
2101.0,DIVISION,MENARD,WB,NS,70,,CHICAGO,Division & Menard,17031250600
5682.0,IRVING PARK,ASHLAND,WB,NS,80,,CHICAGO,Irving Park & Ashland,17031060100
15315.0,35TH STREET,INDIANA,WB,FS,35,,CHICAGO,35th Street & Indiana,17031350600
7114.0,STONY ISLAND,81ST STREET,NB,NT,28,,CHICAGO,Stony Island & 81st Street,17031450300
8422.0,WESTERN,BELLE PLAINE,NB,NS,49,N49,CHICAGO,Western & Belle Plaine,17031050200
14161.0,NAVY PIER,TERMINAL,NB,TERM,"66,124",,CHICAGO,Navy Pier Terminal,17031081400
3646.0,HALSTED,110TH STREET,NB,NS,"8A,108",,CHICAGO,Halsted & 110th Street,17031491100
11801.0,HARLEM,WELLINGTON (south leg),NB,NS,90,,CHICAGO,Harlem & Wellington,17031180100
11813.0,HARLEM,CULLOM,NB,NS,90,,NORRIDGE,Harlem & Cullom,17031810501
11727.0,RIDGELAND,ONTARIO,NB,NS,86,,OAK PARK,Ridgeland & Ontario,
7028.0,S. SHORE DRIVE,74TH STREET,NB,FS,"6,26",,CHICAGO,S. Shore Drive & 74th Street,17031431400
2143.0,KING DRIVE,58TH STREET,NB,NT,3,,CHICAGO,King Drive & 58th Street,17031400300
11214.0,CENTRAL PARK,23RD STREET,NB,NS,82,,CHICAGO,Central Park & 23rd Street,17031300700
6708.0,HARRISON,404 WEST,EB,MB,36,,CHICAGO,404 W Harrison,17031282000
4655.0,63RD STREET,NORMANDY,EB,NS,63W,,CHICAGO,63rd Street & Normandy,17031640500
2032.0,DIVISION,311 WEST,EB,MB,70,,CHICAGO,311 W Division,17031080900
3447.0,63RD STREET,UNIVERSITY (east leg),EB,NS,63,N63,CHICAGO,63rd Street & University,17031420900
3596.0,OAKTON,NILES AVENUE,EB,NS,97,,SKOKIE,Oakton & Niles Avenue,
10381.0,73RD STREET,BELT RAILWAY (5000 WEST),EB,MB,54B,,BEDFORD PARK,5000 W 73rd Street,
11335.0,MONTROSE,LAWNDALE,EB,NS,78,,CHICAGO,Montrose & Lawndale,17031160400
12870.0,PULASKI,82ND STREET,SB,MT,53A,,CHICAGO,Pulaski & 82nd Street,17031700300
17287.0,PULASKI,71ST STREET,SB,FS,67,,CHICAGO,Pulaski & 71st Street,17031650500
3180.0,CALIFORNIA,POTOMAC,NB,NS,94,,CHICAGO,California & Potomac,17031242600
1882.0,DEARBORN,MADISON,NB,FS,"22,24,36,62,151","N22,N62",CHICAGO,Dearborn & Madison,17031320200
5327.0,JEFFERY,67TH STREET,NB,NS,J14,,CHICAGO,Jeffery & 67th Street,17031430100
15953.0,KEDZIE,57TH STREET,NB,FS,"52,52A",,CHICAGO,Kedzie & 57th Street,17031630800
15204.0,CHICAGO,OAKLEY,EB,FS,66,N66,CHICAGO,Chicago & Oakley,17031242900
11340.0,MONTROSE,KEDZIE,EB,NS,78,,CHICAGO,Montrose & Kedzie,17031160500
16081.0,DIVISION,MILWAUKEE,EB,FS,70,,CHICAGO,Division & Milwaukee (Blue Line),17031242000
7023.0,S. SHORE DRIVE,CHELTENHAM,NB,FS,"N5,6,26,71",N5,CHICAGO,S. Shore Drive & Cheltenham,17031431400
7113.0,STONY ISLAND,82ND STREET,NB,NS,28,,CHICAGO,Stony Island & 82nd Street,17031450300
10418.0,CICERO,BERWYN,NB,MT,54A,,CHICAGO,Cicero & Berwyn,17031130200
15887.0,MARINE DRIVE,4251 NORTH,NB,MB,"136,146",,CHICAGO,4251 N Marine Drive,17031031400
11756.0,NARRAGANSETT,ROSCOE,NB,NS,86,,CHICAGO,Narragansett & Roscoe,17031171100
7110.0,STONY ISLAND,85TH STREET,NB,NS,28,,CHICAGO,Stony Island & 85th Street,17031450300
9964.0,KEDZIE,113TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 113th Street,17031740100
9127.0,PULASKI,ROSCOE (south leg),NB,NS,53,N53,CHICAGO,Pulaski & Roscoe,17031210300
11638.0,CENTRAL,INDIAN ROAD,NB,NS,85A,,CHICAGO,Central & Indian Road,17031110100
12831.0,KOMENSKY,31ST STREET,NB,NS,"53A,82",,CHICAGO,Komensky & 31st Street,17031301900
12893.0,PULASKI,109TH STREET (south leg),NB,NS,53A,,CHICAGO,Pulaski & 109th Street,17031740300
3524.0,DODGE,BRUMMEL,NB,NS,"93,97",,EVANSTON,Dodge & Brummel,
12413.0,VINCENNES,10602 SOUTH,NB,MB,112,,CHICAGO,10602 S Vincennes,17031730700
9008.0,PULASKI,ALTGELD,SB,NT,53,N53,CHICAGO,Pulaski & Altgeld,17031220800
12854.0,PULASKI,58TH STREET,SB,NS,53A,,CHICAGO,Pulaski & 58th Street,17031620300
11122.0,KIMBALL,BERWYN,SB,NS,"82,92",,CHICAGO,Kimball & Berwyn,17031130500
3709.0,HALSTED,106TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 106th Street,17031730700
11906.0,CALIFORNIA,GLENLAKE,NB,NS,93,,CHICAGO,California & Glenlake,17031020800
11307.0,MONTROSE,NEENAH,EB,NT,78,,CHICAGO,Montrose & Neenah,17031170100
2857.0,115TH STREET,MORGAN,WB,NS,115,,CHICAGO,115th Street & Morgan,17031750600
2698.0,79TH STREET,CICERO,WB,NS,"79,169",,CHICAGO,79th Street & Cicero,17031700200
4835.0,FOSTER,LACROSSE,WB,NS,92,,CHICAGO,Foster & Lacrosse,17031120400
2685.0,79TH STREET,LAWNDALE (east leg),WB,NS,79,,CHICAGO,79th Street & Lawndale,17031700200
11181.0,HOMAN,LEXINGTON,SB,NS,82,,CHICAGO,Homan & Lexington,17031271500
3320.0,CICERO,64TH STREET,SB,NS,"54B,165",,CHICAGO,Cicero & 64th Street,17031640700
6686.0,OGDEN,2102 WEST,NEB,MB,157,,CHICAGO,2102 W Ogden,17031282900
8853.0,DAMEN,POTOMAC,SB,NS,50,,CHICAGO,Damen & Potomac,17031241400
11134.0,KIMBALL,BELLE PLAINE,SB,NS,82,,CHICAGO,Kimball & Belle Plaine,17031160500
12886.0,PULASKI,105TH STREET,SB,NS,53A,,OAK LAWN,Pulaski & 105th Street,
11697.0,NARRAGANSETT,BARRY,SB,NS,86,,CHICAGO,Narragansett & Barry,17031190500
15922.0,MILWAUKEE,LOGAN BOULEVARD(north leg),NWB,NS,56,,CHICAGO,Milwaukee & Logan Boulevard,17031220500
10459.0,SKOKIE BLVD,MAIN,SB,NS,54A,,SKOKIE,Skokie Blvd & Main,
7053.0,S. SHORE DRIVE,72ND STREET,SEB,FS,"6,26",,CHICAGO,S. Shore Drive & 72nd Street,17031430700
8404.0,WESTERN,BELDEN (north leg),NB,NS,49,N9,CHICAGO,Western & Belden,17031221600
9989.0,KEDZIE,88TH STREET,NB,NS,52A,,EVERGREEN PARK,Kedzie & 88th Street,
6985.0,TORRENCE,109TH STREET,NB,MT,71,,CHICAGO,Torrence & 109th Street,17031510400
17454.0,47TH STREET,KILDARE (east leg),EB,FS,47,,CHICAGO,47th Street & Kildare,17031570300
2468.0,COTTAGE GROVE,89TH STREET,NB,NS,4,,CHICAGO,Cottage Grove & 89th Street,17031440800
8003.0,43RD STREET,KING DRIVE,WB,FS,43,,CHICAGO,43rd Street & King Drive,17031380300
17458.0,PULASKI,ARMITAGE,SB,FS,53,N53,CHICAGO,Pulaski & Armitage,17031200500
15011.0,NORTH AVENUE,CENTRAL,EB,FS,72,,CHICAGO,North Ave & Central,17031250700
15885.0,MONTROSE,CENTRAL,WB,FS,78,,CHICAGO,Montrose & Central,17031150400
10517.0,55TH STREET,ROCKWELL,EB,FS,55,N55,CHICAGO,55th Street & Rockwell,17031630700
14032.0,60TH STREET,ELLIS,WB,NS,2,,CHICAGO,60th Street & Ellis,17031411300
4888.0,MARINE DRIVE,IRVING PARK,NB,FS,"136,146",,CHICAGO,Marine Drive & Irving Park,17031031400
12910.0,PULASKI,85TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 85th Street,17031700400
2188.0,MICHIGAN,MADISON,NB,FT,"3,4,X4,6,26,143",N4,CHICAGO,Michigan & Madison,17031320100
1016.0,SHERIDAN,CHASE,SB,FS,147,0,CHICAGO,Sheridan & Chase,17031010300
1358.0,LINCOLN,KEDZIE,SEB,FT,11,,CHICAGO,Lincoln & Kedzie,17031020700
3670.0,HALSTED,87TH ST.(s.service drive),NB,NS,8A,,CHICAGO,Halsted & 87th Street,17031711500
14732.0,CALIFORNIA-DODGE,HOWARD,NB,NS,93,,CHICAGO,California/Dodge & Howard,17031020200
15225.0,PULASKI,43RD STREET,SB,FS,53A,,CHICAGO,Pulaski & 43rd Street,17031570200
6201.0,ASHLAND,43RD STREET,NB,NS,"9,X9",N9,CHICAGO,Ashland & 43rd Street,17031610200
11297.0,KIMBALL,LINCOLN,NB,NS,82,,CHICAGO,Kimball & Lincoln,17031130100
12414.0,VINCENNES,105TH STREET,NB,NS,112,,CHICAGO,Vincennes & 105th Street,17031730700
4276.0,47TH STREET,CALIFORNIA,EB,FS,"47,94",,CHICAGO,47th Street & California,17031581100
8055.0,43RD STREET,KING DRIVE,EB,FS,43,,CHICAGO,43rd Street & King Drive,17031380900
14562.0,43RD STREET,LAKE PARK,EB,NS,43,,CHICAGO,43rd Street & Lake Park,17031390200
5633.0,IRVING PARK,KOSTNER,EB,NS,"54A,80",,CHICAGO,Irving Park & Kostner,17031161100
10841.0,71ST STREET,LANGLEY,WB,FT,71,,CHICAGO,71st Street & Langley,17031690500
10602.0,GARFIELD,LAFLIN,WB,FS,55,N55,CHICAGO,Garfield & Laflin,17031611900
754.0,ILLINOIS,McCLURG,EB,NS,"2,29,65,66,124",,CHICAGO,Illinois & McClurg,17031081400
10057.0,KEDZIE,114TH STREET(north leg),SB,NS,52A,,CHICAGO,Kedzie & 114th Street,17031740400
7038.0,67TH STREET,CRANDON,WB,MT,"6,26,67",,CHICAGO,67th Street & Crandon,17031421100
3811.0,LAWRENCE,KARLOV,WB,NS,81,N81,CHICAGO,Lawrence & Karlov,17031140400
3478.0,95TH STREET,OAKLEY,WB,NS,95,,CHICAGO,95th Street & Oakley,17031720100
13063.0,59TH STREET,THROOP,WB,NS,59,,CHICAGO,59th Street & Throop,17031670100
7780.0,38TH STREET,HOMAN,WB,FS,39,,CHICAGO,38th Street & Homan,17031580300
5673.0,SHERIDAN 3900N,BROADWAY,WB,NS,80,,CHICAGO,Sheridan & Broadway,17031060800
1275.0,FULLERTON,MAJOR,WB,NS,74,,CHICAGO,Fullerton & Major,17031190600
246.0,HARRISON,LAVERGNE,WB,NS,"7,57",,CHICAGO,Harrison & Lavergne,17031252200
12617.0,ADDISON,NEW ENGLAND,WB,NS,152,,CHICAGO,Addison & New England,17031170300
12421.0,119TH STREET,NORMAL,WB,NS,119,,CHICAGO,119th Street & Normal,17031530200
10373.0,73RD STREET,LEAMINGTON,WB,NS,54B,,BEDFORD PARK,73rd Street & Leamington,
10614.0,55TH STREET,WASHTENAW,WB,FS,55,N55,CHICAGO,55th Street & Washtenaw,17031630500
179.0,HARRISON,SPAULDING,EB,NS,7,,CHICAGO,Harrison & Spaulding,17031271600
5454.0,MILWAUKEE,KARLOV (west leg),SEB,NS,56,,CHICAGO,Milwaukee & Karlov,17031161300
6049.0,ASHLAND,15TH STREET,SB,NS,9,N9,CHICAGO,Ashland & 15th Street,17031284000
9942.0,NORTHWEST HWY,NAPOLEON,SEB,MT,68,,CHICAGO,Northwest Hwy & Napoleon,17031100200
11136.0,KIMBALL,BYRON,SB,NS,82,,CHICAGO,Kimball & Byron,17031160800
9140.0,PULASKI,LELAND,NB,NS,53,,CHICAGO,Pulaski & Leland,17031140600
15236.0,HALSTED,93RD STREET,NB,FS,8A,,CHICAGO,Halsted & 93rd Street,17031730100
5078.0,RACINE,52ND STREET,NB,NS,44,,CHICAGO,Racine & 52nd Street,17031612000
8569.0,CUMBERLAND,ARGYLE,NB,NS,81W,,NORRIDGE,Cumberland & Argyle,17031810501
8408.0,WESTERN,SCHUBERT,NB,NS,49,N49,CHICAGO,Western & Schubert,17031220100
9153.0,PULASKI,THORNDALE,NB,NT,53,,CHICAGO,Pulaski & Thorndale,17031130100
9887.0,NORTHWEST HWY,AUSTIN,NWB,NS,68,,CHICAGO,Northwest Hwy & Austin,17031110200
9868.0,HIGGINS,NATOMA,SEB,NS,88,,CHICAGO,Higgins & Natoma,17031100600
16045.0,DAMEN,AUGUSTA,SB,FS,50,,CHICAGO,Damen & Augusta,17031242300
17076.0,ASHLAND,MADISON,NB,FS,"9,X9",N9,CHICAGO,Ashland & Madison,17031280300
17077.0,ASHLAND,MADISON,SB,FS,"9,X9",N9,CHICAGO,Ashland & Madison,17031281600
17201.0,CICERO,43RD STREET,NB,FS,54B,,CHICAGO,Cicero & 43rd Street,17031560100
12086.0,KEDZIE,FARWELL (6833 NORTH),SB,MB,11,,LINCOLNWOOD,6833 N Kedzie,17031020300
17245.0,LAWRENCE,ROCKWELL,WB,FS,81,N81,CHICAGO,Lawrence & Rockwell,17031040200
15018.0,CALIFORNIA,PETERSON,SB,FS,93,,CHICAGO,California & Peterson,17031020700
829.0,GRAND,CENTRAL,WB,FS,65,,CHICAGO,Grand & Central,17031191300
17260.0,ASHLAND,47TH STREET,SB,FS,"9,X9",N9,CHICAGO,Ashland & 47th Street,17031611300
15190.0,ARMITAGE,AVERS,WB,FS,73,,CHICAGO,Armitage & Avers,17031220900
17018.0,CENTRAL,BELMONT,NB,FS,85,N77,CHICAGO,Central & Belmont,17031151100
17020.0,CENTRAL,BELMONT,SB,FS,85,,CHICAGO,Central & Belmont,17031190400
17013.0,MILWAUKEE,CALIFORNIA,SEB,FS,56,,CHICAGO,Milwaukee & California,17031221400
10496.0,55TH STREET,4600 WEST RR CROSSING,EB,FS,55,,CHICAGO,4600 W 55th Street,17031620300
15276.0,NORTH AVENUE,LASALLE,EB,FS,"N9,72,73",N9,CHICAGO,North Ave & LaSalle,17031080200
15037.0,HIGGINS,NAGLE,SEB,FS,88,,CHICAGO,Higgins & Nagle,17031110300
12536.0,ADDISON,ASHLAND,EB,NS,152,,CHICAGO,Addison & Ashland,17031061300
1677.0,WESTERN,ROSEMONT,NB,NS,49B,,CHICAGO,Western & Rosemont,17031020900
9708.0,NAGLE,HYACINTH,NB,NS,86,,CHICAGO,Nagle & Hyacinth,17031100100
14689.0,CENTRAL STREET,EASTWOOD,EB,NS,201,,EVANSTON,Central Street & Eastwood,
7346.0,112TH STREET,AVENUE M,EB,NS,30,,CHICAGO,112th Street & Avenue M,17031520600
14675.0,DEMPSTER,FLORENCE,EB,NS,206,,EVANSTON,Dempster & Florence,
735.0,GRAND,ABERDEEN,EB,NS,65,,CHICAGO,Grand & Aberdeen,17031243500
3770.0,LAWRENCE,CLIFTON/RED LINE STATION,EB,FS,81,N81,CHICAGO,Lawrence Red Line Station,17031031600
395.0,MADISON,LONG,EB,MT,20,N20,CHICAGO,Madison & Long,17031252100
12226.0,103RD STREET,1100 EAST RR CROSSING,EB,NS,106,,CHICAGO,1100 E 103rd Street,17031500200
4990.0,BELMONT,PINE GROVE,EB,NS,"77,151,156",,CHICAGO,Belmont & Pine Grove,17031063200
1645.0,E HYDE PARK,DORCHESTER,EB,FS,"2,15",,CHICAGO,E Hyde Park & Dorchester,17031410100
5248.0,100TH STREET,CALHOUN,EB,FS,100,,CHICAGO,100th Street & Calhoun,17031510200
1187.0,SHERIDAN,CATALPA,NB,NT,"136,147,151",,CHICAGO,Sheridan & Catalpa,17031030700
5067.0,RACINE,62ND STREET,NB,NS,44,,CHICAGO,Racine & 62nd Street,17031680600
3696.0,HALSTED,93RD STREET (south leg),SB,NS,8A,,CHICAGO,Halsted & 93rd Street,17031730200
5240.0,VAN VLISSINGEN,99TH STREET,SEB,MT,"J14,15",,CHICAGO,Van Vlissingen & 99th Street,17031510300
5226.0,JEFFERY,ANTHONY,SB,FS,15,,CHICAGO,Jeffery & Anthony,17031450300
10342.0,CICERO,31ST STREET,SB,NS,54B,,CICERO,Cicero & 31st Street,
6085.0,ASHLAND,52ND STREET,SB,NS,9,N9,CHICAGO,Ashland & 52nd Street,17031611800
8881.0,DAMEN,HASTINGS,SB,NS,50,,CHICAGO,Damen & Hastings,17031284100
6611.0,ORLEANS,CHESTNUT,SB,NS,37,,CHICAGO,Orleans & Chestnut,17031081800
6137.0,BEVERLY,10112 SOUTH,SB,MB,9,,CHICAGO,10112 S Beverly,17031730600
10358.0,CICERO,6200 SOUTH,SB,MB,"54B,63,63W,165",N63,CHICAGO,6200 S Cicero,17031640200
6133.0,BEVERLY,9700 SOUTH,SB,MB,9,,CHICAGO,9700 S Beverly,17031730400
7198.0,STONY ISLAND,82ND STREET,SB,NS,28,,CHICAGO,Stony Island & 82nd Street,17031450200
15086.0,HALSTED,77TH STREET,SB,FS,8,,CHICAGO,Halsted & 77th Street,17031710200
4516.0,ARCHER,LAMON,SWB,NS,"62,62H",,CHICAGO,Archer & Lamon,17031560600
8564.0,CUMBERLAND,BERWYN,SB,NS,81W,,CHICAGO,Cumberland & Berwyn,17031760800
1078.0,STOCKTON,WRIGHTWOOD,SB,MB,"134,143,151,156",,CHICAGO,Stockton & Wrightwood,17031070100
5446.0,MILWAUKEE,KILBOURN (west leg),SEB,NS,56,,CHICAGO,Milwaukee & Kilbourn,17031161100
14371.0,DODGE,GREENLEAF,SB,NS,"93,206",,EVANSTON,Dodge & Greenleaf,
6515.0,WENTWORTH,46TH STREET,SB,NS,"24,43",,CHICAGO,Wentworth & 46th Street,17031370200
14123.0,MIDWAY TERMINAL,ORANGE LINE STATION,SWB,TERM,54B,,CHICAGO,Midway Orange Line Station,17031561300
8768.0,DAMEN,50TH STREET,SB,NS,48,,CHICAGO,Damen & 50th Street,17031611500
1349.0,HALSTED,BELDEN,SB,NS,"8,74",,CHICAGO,Halsted & Belden,17031071100
15876.0,HALSTED,65TH STREET,SB,FS,8,,CHICAGO,Halsted & 65th Street,17031681000
15731.0,HARLEM,THOMAS,SB,NS,90,,RIVER FOREST,Harlem & Thomas,
7389.0,SOUTH CHICAGO,RIDGELAND,NWB,NS,30,,CHICAGO,South Chicago & Ridgeland,17031460500
14897.0,DIVERSEY,CAMBRIDGE,WB,NS,76,,CHICAGO,Diversey & Cambridge,17031063300
226.0,HARRISON,ALBANY,WB,NS,7,,CHICAGO,Harrison & Albany,17031271200
14642.0,73RD STREET,EXCHANGE,WB,FS,71,,CHICAGO,73rd Street & Exchange,17031430700
139.0,JACKSON,KILPATRICK,WB,FS,126,,CHICAGO,Jackson & Kilpatrick,17031252200
10076.0,67TH STREET,UNIVERSITY,WB,NS,"N5,67",N5,CHICAGO,67th Street & University,17031420900
14383.0,LAKE,ASHLAND,WB,NS,206,,EVANSTON,Lake & Ashland,
3395.0,63RD STREET,KEDZIE,EB,NS,63,N63,CHICAGO,63rd Street & Kedzie,17031660500
15014.0,DIVISION,CALIFORNIA,EB,FS,70,,CHICAGO,Division & California,17031242600
1729.0,DEVON,WESTERN,EB,NS,155,,CHICAGO,Devon & Western,17031020800
6909.0,CERMAK,KOSTNER,EB,NS,21,,CHICAGO,Cermak & Kostner,17031292600
2816.0,95TH STREET,MICHIGAN,EB,NS,"3.N5,34,95,100,103,106,111,115,119","N5,N34",CHICAGO,Michigan & 95th Street,17031490500
14497.0,HALSTED,103RD STREET,NB,FS,"8A,108",,CHICAGO,Halsted & 103rd Street,17031730500
8427.0,WESTERN,WILSON,NB,NS,49,N49,CHICAGO,Western & Wilson,17031040900
9645.0,AUSTIN,CORTLAND,NB,NS,91,,CHICAGO,Austin & Cortland,17031250400
5898.0,HALSTED,48TH STREET,NB,NS,8,,CHICAGO,Halsted & 48th Street,17031610900
6162.0,ASHLAND,80TH STREET,NB,NS,9,N9,CHICAGO,Ashland & 80th Street,17031710600
11806.0,HARLEM,CORNELIA,NB,NS,90,,CHICAGO,Harlem & Cornelia,17031171000
14126.0,KEDZIE,ORANGE LINE STATION,NEB,TERM,51,,CHICAGO,Kedzie Orange Line Station,17031581000
14128.0,KEDZIE,ORANGE LINE STATION,NEB,TERM,"52A,52",,CHICAGO,Kedzie Orange Line Station,17031581000
3083.0,KEDZIE,ORANGE LINE STATION,NEB,TERM,47,,CHICAGO,Kedzie Orange Line Station,17031581000
6901.0,CERMAK,LARAMIE,EB,NS,"21,N60",N60,CICERO,Cermak & Laramie (Pink Line),
1987.0,DIVISION,KILDARE,EB,NS,70,,CHICAGO,Division & Kildare,17031231300
154.0,HARRISON,LOTUS,EB,NT,7,,CHICAGO,Harrison & Lotus,17031252400
14346.0,ASBURY,HULL TERRACE,NB,NS,206,,EVANSTON,Asbury & Hull Terrace,
14284.0,CENTRAL STREET,WALNUT,EB,NT,"201,206",,EVANSTON,Central Street & Walnut,
9393.0,87TH STREET,LAFLIN,EB,NS,87,N87,CHICAGO,87th Street & Laflin,17031711400
559.0,CHICAGO,ELIZABETH (east leg),EB,NS,66,N66,CHICAGO,Chicago & Elizabeth,17031243400
15279.0,MADISON,LAFLIN,EB,FS,20,N20,CHICAGO,Madison & Laflin,17031281700
11947.0,93RD STREET,MARQUETTE AVENUE,EB,NS,"N5,95",N5,CHICAGO,93rd Street & Marquette Avenue,17031480500
8040.0,ROOT,WALLACE,EB,NS,43,,CHICAGO,Root & Wallace,17031610100
9277.0,BELMONT,HOYNE,EB,NS,77,N77,CHICAGO,Belmont & Hoyne,17031051400
11452.0,PETERSON,WASHTENAW,EB,NS,84,,CHICAGO,Peterson & Washtenaw,17031020800
10163.0,69TH STREET,ABERDEEN,EB,NS,67,,CHICAGO,69th Street & Aberdeen,17031681100
5651.0,IRVING PARK,MOZART,EB,NS,80,,CHICAGO,Irving Park & Mozart,17031160700
15779.0,CERMAK,WASHTENAW,EB,FS,21,,CHICAGO,Cermak & Washtenaw,17031301200
200.0,HARRISON,MORGAN,EB,NT,"7,60",N60,CHICAGO,Harrison & Morgan,17031282200
4781.0,FOSTER,WESTERN,EB,NS,92,,CHICAGO,Foster & Western,17031040200
4078.0,ARMITAGE,HALSTED,EB,NS,73,,CHICAGO,Armitage & Halsted,17031071900
10912.0,74TH STREET,ASHLAND,EB,NS,75,,CHICAGO,74th Street & Ashland,17031672000
9160.0,51ST STREET,ROCKWELL,EB,NS,"51,94",,CHICAGO,51st Street & Rockwell,17031630500
10140.0,71ST STREET,KEDZIE,EB,FS,67,,CHICAGO,71st Street & Kedzie,17031661100
